sector,actividad,antiguedad,rfc,calle,colonia,exterior,departamento,municipio,estado,cp,pais,nombre,numero_cliente
INMOBILIARIO,NO VIVIENDA,2010-02-15,DPA090303JZ0,PROL VENUSTIANO CARRANZA,COLINAS DE SANTA BARBARA,1306,,COLIMA,CO,28017,MEX,DCASA PATRIMONIO SA DE CV,FB0B0N08
INDUSTRIA,MAQUIRIA Y EQUIPO,1998-07-29,CCA980707JK8,SAN JERONIMO,EL TORO,1978,,LA MAGDALENA CONTRERAS,DF,10610,MEX,"CONSORCIO CAPITAL,SA DE CV",DDDB0FB0
AGROINDUSTRIA,AGROINDUSTRIA,2002-05-13,EST910326R70,CALLE ARGENTINA,RCIAL HIPICO,31,,MEXICALI,BN,21219,MEX,"ESTRELLAZUL, SA DE C V",N8N03BB0
TRANSPORTE,TRANSPORTE,2003-10-22,MMA031003C51,CALLE CAMPILLO,FUNDO LEGAL,86,LOCALES,NOGALES,SO,84030,MEX,MR MARINO S ASOCIADO S  S C,BFI00IF3
COMERCIO,OTROS COMERCIANTES,2003-05-27,PCS970306NP3,VASCONCELOS,PALO BLANCO,1539,A,SAN PEDRO GARZA GARCIA,NL,66236,MEX,PROVEEDORA DE CLIMAS Y SERVICIOS SALDA�A SA DE CV,F88DNN8B
COMERCIO,INSUMOS PARA LA INDUSTRIA,2007-05-30,PRO070511ST2,CALLE G,PARQUE INDUSTRIAL AL,522,3,APODACA,NL,66637,MEX,PROFLUX SA DE CV,6NN330B0
INDUSTRIA,TEXTIL,1985-04-16,AMT8306152J9,CEREZOS,LA PERLA,67,2,NEZAHUALCOYOTL,EM,57820,MEX,ALTA MODA TAVATA SA DE CV,33033BI3
COMERCIO,AUTOS Y REFACCIONES,1998-06-12,SRE861020KQ1,CERRO VIEJO,COL VISTA ALEGRE,101,,SANTIAGO DE QUERETARO,QU,76090,MEX,"SUSPENSIONES Y REPRE SENTACIONES,SA DE CV",DD30D08N
COMERCIO,SUPER Y ABARROTES,2007-11-20,ICS070323E91,CARRETERA FEDERAL MEXICO TOLUCA,CUAJIMALPA,5631,426,CUAJIMALPA DE MORELOS,DF,5000,MEX,ICSITUM SA DE CV,66D6PIBI
INDUSTRIA,TEXTIL,2002-07-17,MPO7406254Z3,GARDENIAS,BUGAMBILIAS,6127,,PUEBLA,PU,72580,MEX,MAQUILADORA POBLANA SA DE CV,NI0D6PN8
SERVICIOS,OTROS SERVICIOS,2003-08-07,GCF030521NZ2,AVENIDA SAN FERNANDO,COLIMA CENTRO,498,,COLIMA,CO,28000,MEX,LA GUADALUPANA CASA FUNERAL S.A. DE C.V.,BP6003IB
SERVICIOS,SERVICIOS PROFESIONALES,1997-08-06,ISE9705103L7,2 DE ABRIL,PRIMERA SECCION,104 BIS,,HEROICA CIUDAD DE JUCHITAN DE,OA,70000,MEX,INGENIERIA EN SISTEM AS ELECTRONICOS DEL ISTMO SA DE CV,D33PFPD6
COMERCIO,ROPA REGALOS Y CALZADO,2008-12-11,UZG081209IH1,GRAL LEON,SAN MIGUEL CHAPULTEPEC,48,,MIGUEL HIDALGO,DF,11850,MEX,UNDER ZGA SA DE CV,PPB06B3N
INMOBILIARIO,NO VIVIENDA,2014-04-14,CAB140329PL8,REAL DE LA PLATA,REAL DEL VALLE,211,,PACHUCA DE SOTO,HI,42086,MEX,CABELHAN SA DE CV,X360IP8I
INDUSTRIA,INDUSTRIAS BASICAS,2005-05-04,ICM0408124U5,SAN MIGUEL HUINALA,ACANTO RESIDENCIAL,935,16,APODACA,NL,66647,MEX,INTEGRA CONSTRUCCION ES METALICAS  SA DE CV,86B68I6I
INDUSTRIA,OTRAS INDUSTRIAS MANUFACTURERAS,2008-09-30,MIN080911D62,AVENIDA RIO DE LOS REMEDIOS,SAN ANDRES ATOTO,94,,NAUCALPAN,EM,53500,MEX,MFG INDUSTRIAL SA DE CV,PIDIFBDN
TRANSPORTE,TRANSPORTE,1983-01-04,FFG740213LG5,ROSENDO OCANAS,CHEPEVERA,749,,MONTERREY,NL,64030,MEX,"FLETEROS F GUZMAN J, SA DE CV",36NND0PP
INDUSTRIA,PRODUCTOS A BASE DE MINERALES NO METALICOS,2004-10-26,CCI041007T49,COLON PTE,TALLERES,2510,,MONTERREY,NL,64480,MEX,COMERCIALIZADORA CER AMICA INDUSTRIAL  SA DE CV,8BI360D3
COMERCIO,SUPER Y ABARROTES,2010-11-24,PIK010111SH7,CARR CUAUHT NAMIQUIPA KM 112,OSCAR SOTO MAYNEZ,112,,NAMIQUIPA,CH,31968,MEX,EL PIKACHO SPR DE RI,F68B6003
COMERCIO,INSUMOS PARA LA INDUSTRIA,1997-08-01,CRE941010133,SIMON DE HERRERA Y LEYVA,BUROCRATAS DEL ESTADO,2200,,MONTERREY,NL,64380,MEX,COMERCIALIZADORA EN REFRIGERACION SA DE CV,D33P0N38
COMERCIO,INSUMOS PARA LA INDUSTRIA,1999-10-06,CCA920118292,CALLE CEDROS MANZANA 9,BRUNO PAGLIAI,LOTE 17,,VERACRUZ,VE,91697,MEX,CONSORCIO COMERCIAL ARVI SA DE CV,3N3FIF8I
COMERCIO,OTROS COMERCIANTES,2006-02-07,GMU051128RTA,CARRETERA ESTATAL PACHUCA ACTOPAN KM 3 5,PARQUE DE POBLAMIENT,2201,KM 3 5,PACHUCA DE SOTO,HI,42032,MEX,GE MULTILAMINAS SA D E CV,IN8B6I8D
AGROINDUSTRIA,AGROINDUSTRIA,1996-04-16,PRO7807299V4,ALCE BLANCO,FRACC IND ALCE BLANC,40,,NAUCALPAN DE JUAREZ,EM,53370,MEX,PROBAMEX SA DE CV,3FBI36NB
COMERCIO,SUPER Y ABARROTES,2008-02-13,TOP9710283C0,TLAXCALA,NORTE,118 NTE,L7,CAJEME,SO,85010,MEX,TOPIPAN SA DE CV,6F3FBF08
SERVICIOS,SERVICIOS MEDICOS,2006-12-07,SME0608231D6,CONVENTO DE STA ISABEL,JARDINES DE STA MO,11,,TLALNEPANTLA,EM,54050,MEX,SERVICIOS MEDICOS Y DE EQUIPAMIENTO SA D E CV,IFFIN3DF
AGROINDUSTRIA,AGROINDUSTRIA,2012-08-10,GVA900926QC9,CRISTOBAL COLON LOCAL 3,CENTRO,870,,GUASAVE,SI,81000,MEX,GRUPO VARELA  SPR DE RL,48F08838
COMERCIO,SUPER Y ABARROTES,1997-05-15,PMA9704089K2,TRES,PARQUE INDUSTRIAL FO,93990,,ENSENADA,BN,22760,MEX,PRODUCTOS MARINOS AB C SA DE CV,D0FPFF68
COMERCIO,ESTACIONES DE GASOLI Y GASERAS,2004-11-23,SPG020530MQ7,CARR FED MEX PACHUCA KM,LOS REYES ACOZAC,48 7,,TECAMAC,EM,55755,MEX,SERVICIO PREMIER GUT IERREZ SA DE CV,880P6068
INDUSTRIA,MAQUIRIA Y EQUIPO,2000-04-03,APR000324PK2,AV SIDERURGICA,PARQUE INDUSTRIAL,2027,,RAMOS ARIZPE,CU,25903,MEX,ALUMINIOS DE PRECISI ON S.A. DE C.V.,3NINBPBP
COMERCIO,INSUMOS PARA LA INDUSTRIA,1997-08-07,ALE970611893,ARIES,PARQUE INDUSTRIAL,1,BODEG 15,OCOYOACAC,EM,52740,MEX,ALEPAK SA DE CV,D33FDPD6
COMERCIO,INSUMOS PARA LA INDUSTRIA,2010-08-11,DCD100714FZ1,AV KM 1 2 CARRET VILLA DE ALVAREZ A COMALA,LAS AGUILAS,SN,,VILLA DE ALVAREZ,CO,28979,MEX,DISTRIBUIDORA Y COME RCIALIZADORA DCC SA DE CV,FIDBPFDB
INDUSTRIA,MAQUIRIA Y EQUIPO,2013-07-05,BKL130507CG8,AV PERIFERICO SUR,STA MARIA TEQUETEXPAN,7980,2K,SAN PEDRO TLAQUEPAQUE,JA,45601,MEX,BKLS SA DE CV,4F80IP30
COMERCIO,ROPA REGALOS Y CALZADO,1996-10-17,OMO921002VD0,MANUEL CARPIO,STA MA LA RIBERA,253,,CUAUHTEMOC,DF,6400,MEX,ORTOPEDIA MOSTKOFF S A DE CV,3000F3PN
COMERCIO,ROPA REGALOS Y CALZADO,1993-09-22,OSE881230H53,SAN RAFAEL SANTA CECILIA,SANTA CECILIA,211,LT 3 B 2,TLALNEPANTLA DE BAZ,EM,54130,MEX,OFIVENTAS Y SERVICIO S SA DE CV,3PB68D36
COMERCIO,OTROS COMERCIANTES,2007-11-13,BAT070726AN1,BLVD HIDALGO,LONGORIA,660,,REYNOSA,TM,88660,MEX,BATTYCELL SA DE CV,663B38DB
TRANSPORTE,TRANSPORTE,2000-01-06,TSE970313GW9,CARRET CAMINO AL PUESTO,LAS CRUCES O FRANCISCO I MADER,KM 6 B,,LAGOS DE MORENO,JA,47539,MEX,"TRANSLIQUIDOS SERRA, SA DE CV",DBD3B8ND
SERVICIOS,SERVICIOS PROFESIONALES,1997-09-24,PAI9411288B1,CLL PITHAYA,EL GRANJERO,6027,,JUAREZ,CH,32690,MEX,"PROYECTOS DE APOYO I NDUSTRIAL Y COMERCIA L,SA DE CV",D3N03DDN
SERVICIOS,SERVICIOS PROFESIONALES,1998-05-12,PCI930922K35,AMADOR SALAZAR,CHIPITLAN,20,,CUERNAVACA,MO,62070,MEX,PROYECTOS Y CONSTRUC CIONES DE INFRAESTRU CTURA SA DE CV,DD038IBB
COMERCIO,ROPA REGALOS Y CALZADO,2009-01-28,MCO9708299Y8,BAJA CALIFORNIA,HIPODROMO,275,,CUAUHTEMOC,DF,6100,MEX,MAXI COPIAS  SA DE C V,PF3PIP0P
TRANSPORTE,TRANSPORTE,2002-10-04,OMN020802KW1,AV FAJA DE ORO,OBRERA,1002,,SALAMANCA,GU,36750,MEX,OMNITRACTO SA DE CV,NIPP3BPN
SERVICIOS,SERVICIOS MEDICOS,1997-04-24,PSI960209R76,SAN ALBERTO,STA BARBARA,406,PISO 1,SAN PEDRO GARZA GARCIA,NL,66220,MEX,"PLANES DE SALUD INTE GRAL,SA DE CV",D0FNFIDF
COMERCIO,INSUMOS PARA LA INDUSTRIA,1996-07-08,QTR8408139L8,PRESA HUAPANGO,RECURSOS HIDRAULICOS,11,,TULTITLAN,EM,54913,MEX,"QUIMICA TREZA,SA DE CV",3F8P8P03
SERVICIOS,SERVICIOS PROFESIONALES,2002-04-03,LMS0111211P9,BAJIO,ROMA SUR,360,701 702,CUAUHTEMOC,DF,6760,MEX,LIDER MUNDIAL EN SER VICIOS SA DE CV,NBPPN6DI
INDUSTRIA,PRODUCTOS A BASE DE MINERALES NO METALICOS,2004-02-12,EME021002IC4,MARIANO OTERO,VERDE VALLE,3225,2,GUADALAJARA,JA,44550,MEX,"ECOPACK DE MEXICO, S A DE CV",80FI6NPD
COMERCIO,SUPER Y ABARROTES,2014-10-08,GJA1102141Z4,22,CIUDAD DEL CARMEN CENTRO,153,,CARMEN,CA,24100,MEX,GRUPO JAROCHOS SA DE CV,XD633PD6
SERVICIOS,SERVICIOS PROFESIONALES,2006-05-08,ECO060214VC0,AV SANTA FE 505,CRUZ MANCA,PISO 3,OF 303,CUAJIMALPA DE MORELOS,DF,5349,MEX,ECOLO-SYSTEMS SA DE CV,I8BI6833
TRANSPORTE,TRANSPORTE,2001-02-08,AFL990109CV5,CARR ALLENDE CADEREYTA SN,LOS EBANOS,KM 1.6,,ALLENDE,NL,67350,MEX,"AFLEMS,SA DE CV",DIBP6NBP
INDUSTRIA,PRODUCTOS A BASE DE MINERALES NO METALICOS,1992-07-24,SPM650427JL5,CALLE 6,FRACC IND RUSTICA XALOSTOC,13,,ECATEPEC,EM,55340,MEX,"SUTSA PRINT DE MEXIC O,SA DE CV",36FNNDFP
TRANSPORTE,COMUNICACIONES,1998-04-20,SDC980320V97,AV VENUSTIANO CARRANZA,TEQUISQUIAPAM,1440,,SAN LUIS POTOSI,SL,78230,MEX,"SISTEMA DIGITAL CELU LAR,SA DE CV",D3FBFN0I
TRANSPORTE,TRANSPORTE,2015-10-19,AEV110714SJ7,GUSTAVO DIAZ ORDAZ,DIAZ ORDAZ,211,,SAN NICOLAS DE LOS GARZA,NL,66480,MEX,AUTO EXPRESS VILLAGO N SA DE CV,XBP300F6
COMERCIO,INSUMOS PARA LA INDUSTRIA,2010-05-14,AOM100408F8A,VANEGAS,MITRAS CENTRO,319,A,MONTERREY,NL,64460,MEX,ACEROS Y OVEROLLINGS DE MEXICO SA DE CV,F80P3668
AGROINDUSTRIA,AGROINDUSTRIA,2009-03-03,GCB090124TIA,3,VICENTE GUERRERO,7301,3,CHIHUAHUA,CH,31105,MEX,"GRUPO FELDER FOODS, SA DE CV",PFIFD33I
TRANSPORTE,TRANSPORTE,2009-01-21,PLM050704IS9,AV EJERCITO NAL MEXICANO,GRANADA,539,301,MIGUEL HIDALGO,DF,11520,MEX,PEGASO LOGISTIC  SA DE CV,PF06D06I
,,2012-11-12,DRM121018K71,CARR ESTATAL A LAREDO,MOISES SAENZ,KM 16,B5,APODACA,NL,66613,MEX,DIVISION RETORNO DE MATERIALES S DE RL D E CV,460NPPI6
TRANSPORTE,COMUNICACIONES,1997-11-27,GTP910826S24,AGUA,JARDINES DEL PEDREGAL,141,,ALVARO OBREGON,DF,1900,MEX,GRUPO TV PROMO SA DE CV,3BD88B33
INMOBILIARIO,HOTELES,1998-05-15,OHB971204TF5,AVENIDA DEL MAR,FRACCIONAMIENTO ESTADIO,719,,MAZATLAN,SI,82140,MEX,"OPERADORA DE HOTELES BELLAMAR,SA DE CV",DD0N0I0D
TRANSPORTE,COMUNICACIONES,2004-02-12,DAB010115C89,REPUBLICA DEL SALVADOR,CENTRO AREA 1,12,LOC B,CUAUHTEMOC,DF,6000,MEX,DISTRIBUIDORA DE ACC ESORIOS BADILLO SA D E CV,80F63BF0
COMERCIO,SUPER Y ABARROTES,1992-01-27,RCO901220KE0,CAM AL CARGADERO,SAN ISIDRO,1,,JEREZ,ZA,99323,MEX,"ROBERTO CORREA,SA DE CV",36PD0BB0
COMERCIO,SUPER Y ABARROTES,2015-01-27,CDM0603164M5,AV RICARDO B ANAYA,CENTRO DE ABASTOS,2728,,SAN LUIS POTOSI,SL,78390,MEX,CORPORATIVO LAS DOS MARIAS SA DE CV,XNDFFN68
INDUSTRIA,OTRAS INDUSTRIAS MANUFACTURERAS,2006-09-11,PPS010703FK2,FRANCISCO I MADERO,JOAQUIN COLOMBRES,5,,PUEBLA,PU,72300,MEX,PRODUCTOS PARAFINICO S SAN VALENTIN SA DE CV,IPDD36NF
AGROINDUSTRIA,AGROINDUSTRIA,2001-03-08,ABB010202RV4,LOS MANGOS LOTE 5,EL SUSPIRO,MZA 2,ZONA 1,CARDENAS,TA,86470,MEX,"ALIMENTOS BASICOS Y BALANCEADOS DE CARDE NAS,SA DE CV",DII66NDD
SERVICIOS,SERVICIOS DE EDUCACION,2008-02-06,IAN870429J30,HIDALGO,SAN MIGUEL,256,,IZTAPALAPA,DF,9360,MEX,INSTITUTO ANDERSEN A C,6F0DB0F8
COMERCIO,INSUMOS PARA LA INDUSTRIA,2003-04-03,EME021212220,CALLE 15,FRACC MONTECARLO,NUM 343,,MERIDA,YU,97130,MEX,EURONAVY DE MEXICO S A DE CV,NFNBPD0N
COMERCIO,SUPER Y ABARROTES,2007-09-26,GCO070921ET6,GUERRERO,CENTRO,22 B PTE,,ACAPONETA,NA,63400,MEX,GANADERA COATEPETL S DE RL,6I0IP008
SERVICIOS,OTROS SERVICIOS,2013-06-20,GVA080304P83,31 ORIENTE,LADRILLERA DE BENITE,1212,,PUEBLA,PU,72530,MEX,GRUPO VALLE DE LOS A NGELES SA DE CV,4FN60NFI
AGROINDUSTRIA,AGROINDUSTRIA,1995-05-09,EMA9411287J3,CARRETERA A ZACATECAS KM 13,LOS SALAZARES,S/N,,SAN LUIS POTOSI,SL,78115,MEX,"EMPACADORA MARVI, SA DE CV",3F0DNNN8
COMERCIO,OTROS COMERCIANTES,1995-07-18,CHS920925P97,CALLE HIDALGO,XOCOYAHUALCO,26,,TLALNEPANTLA,EM,54080,MEX,"COMERCIALIZADORA HUN GS,SA DE CV",3F300FPP
INMOBILIARIO,NO VIVIENDA,2001-04-23,CMS0101178I1,3A AVENIDA NORTE,CENTRO,99,ALTOS 1,TAPACHULA,CS,30700,MEX,CONSTRUCCIONES MANTE NIMIENTO Y SERVICIO INDUSTRIAL ORVA SACV,N03B8D38
COMERCIO,ROPA REGALOS Y CALZADO,2008-11-11,BGI050531ET6,ALBUFERAS,LAS AGUILAS,58,,ALVARO OBREGON,DF,1710,MEX,BALONES GIRA SA DE C V,P6I836PD
COMERCIO,SUPER Y ABARROTES,1997-08-04,PVM970619EJ2,AV. DEL PIAL,EL VIGIA,LOC 36,,ZAPOPAN,JA,45140,MEX,"PESCADERIA VINA DEL MAR,SA DE CV",D33P80BF
AGROINDUSTRIA,AGROINDUSTRIA,1999-10-11,CYA900108VC4,REFORMA,EL ROSARIO CENTRO,136,,ROSARIO,SI,82800,MEX,"CONCENTRADOS DEL YAU CO,SA DE CV",DNP3D8I0
COMERCIO,INSUMOS PARA LA INDUSTRIA,1997-01-08,BRE9612064M9,BLVD. BENITO JUAREZ,MAESTROS ESTATALES,2500,,MEXICALI,BN,21280,MEX,BECERRIL REFRIGERACI ON SA DE CV,DNNI68BI
INDUSTRIA,MAQUIRIA Y EQUIPO,2015-03-19,DGO100830NP9,AV MARIANO OTERO,JARDINES DEL BOSQUE,1151,B,GUADALAJARA,JA,44520,MEX,BE WELLNESS S DE RL DE CV,XNI333DP
SERVICIOS,SERVICIOS PROFESIONALES,1996-09-23,GID960807RR7,EL GRECO,MIXCOAC,9,,BENITO JUAREZ,DF,3910,MEX,"GRUPO DE INTEGRACION DIGITAL,SA DE CV",3F6NB683
AGROINDUSTRIA,AGROINDUSTRIA,2008-07-09,GGA080424CD8,PROL ZARAGOZA KM 1 8,TUXPAN CENTRO,SN,,TUXPAN,MI,61420,MEX,GROW GROUP AGRICOLA MEXICANA SA DE CV,PN8DIFPP
COMERCIO,ROPA REGALOS Y CALZADO,2013-10-15,MBR110921TR9,CALLE 33 POR 20 Y 22,LOPEZ MATEOS,351 A,,MERIDA,YU,97140,MEX,MILLET BRANDS SA DE CV,X0BNDI3I
COMERCIO,INSUMOS PARA LA INDUSTRIA,2000-08-02,GBE961205785,PROL MORELOS,SAN JERONIMO TEPETLA,26,,TLALNEPANTLA DE BAZ,EM,54090,MEX,GRUPO BEREDALI SA DE CV,D8NF30N8
COMERCIO,INSUMOS PARA LA INDUSTRIA,1998-12-08,CAC900731AG8,ZARAGOZA,CENTRO,202,,APODACA,NL,66600,MEX,COMERCIALIZADORA ACE ROS Y CONSTRUCCIONES EL TERRERO SA DE CV,3D8PDFI6
SERVICIOS,SERVICIOS DE EDUCACION,1976-04-01,LNC7001211PA,CALLE VEINTITRES,COL SN PEDRO DELOS PINOS,23,,BENITO JUAREZ,DF,3800,MEX,LABORATORIO NACIONAL DE LA CONSTRUCCION SA,36836BIP
INDUSTRIA,INDUSTRIAS BASICAS,2005-08-05,TTE050609JI2,GALILEO GALILEI,ARBOLEDAS,4156,,ZAPOPAN,JA,45070,MEX,TECNOLOGIA TECNOMET SA DE CV,8F8B8860
AGROINDUSTRIA,AGROINDUSTRIA,2007-08-27,CDY070601JW5,LA PALMA,YECAPIXTLA,10,,YECAPIXTLA,MO,62820,MEX,CARNES Y SUS DERIVAD OS YEKACENTRO SA DE CV,6880IDPI
COMERCIO,INSUMOS PARA LA INDUSTRIA,2003-01-20,MAQ021210BP4,JUAN PABLO II,AEROPUERTO,7503,,CHIHUAHUA,CH,31380,MEX,"MAQUIPESA, S.A DE C. V",NP3FND8N
INDUSTRIA,OTRAS INDUSTRIAS MANUFACTURERAS,2001-06-07,GWE000126LE2,JOSE MARIA BUSTILLOS,ALGARIN,59,,CUAUHTEMOC,DF,6880,MEX,GRAFICOS WESTERN SA DE CV,N08II8DD
COMERCIO,ROPA REGALOS Y CALZADO,1990-03-07,MVA740619JE9,CALZADA VALLEJO,SAN SIMON TOLNAHUAC,126,,CUAUHTEMOC,DF,6920,MEX,METALES VALLEJO S A DE C V,330IFFBI
SERVICIOS,SERVICIOS DE EDUCACION,2013-04-18,CMA041206QV1,DOMICILIO CONOCIDO,SANTIAGO,SN,,MANZANILLO,CO,28860,MEX,CAMPOVERDE MANZANILL O AC,4P66NFIP
COMERCIO,INSUMOS PARA LA INDUSTRIA,2001-10-12,MCE830331K94,GARBANZO,LA NOGALERA,374,,GUADALAJARA,JA,44470,MEX,"MANUFACTURERA CENTUR Y, SA DE CV",NDF66P0D
COMERCIO,OTROS COMERCIANTES,2005-12-06,AAV050922AQ1,GENERAL MANUEL RINCON,GENERAL PEDRO MARIA,96,A08,BENITO JUAREZ,DF,3340,MEX,ATENCION AVANZADA SA DE CV,ID3P0D6F
INMOBILIARIO,NO VIVIENDA,2004-12-06,CCO9005223X8,GUERRERO,CENTRO PONIENTE,32,LOCAL 12,TEXCOCO,EM,56100,MEX,CONINGAR CONSTRUCCIO NES  SA DE CV,88N86BP6
COMERCIO,SUPER Y ABARROTES,2013-04-12,JJT13031945A,FRUTAS Y LEGUMBRES LETRA QR ZONA V SECCION 5 NAVE,CENTRAL DE ABASTO,4 BODEGA,R 160,IZTAPALAPA,DF,9040,MEX,JJ TRADING FRUIT SA DE CV,4P6D33P0
INDUSTRIA,PAPEL,2001-09-13,IDO931026C71,SITIO DE CUAUTLA,ESCAMILLA,223,,GUADALUPE,NL,67120,MEX,IMPRESORA DOSA SA DE CV,NDNN3F03
SERVICIOS,SERVICIOS PROFESIONALES,2009-06-01,CPD090305GM0,AV CHAPULTEPEC,COL DOCTORES,62,101,CUAUHTEMOC,DF,6720,MEX,COLLADA PINTO Y DUMO NT SC,F0FI6P6P
COMERCIO,ROPA REGALOS Y CALZADO,2006-05-24,PCO060213E71,CARLOS J MENESES 197,GUERRERO,2,,CUAUHTEMOC,DF,6300,MEX,POCHTECA Y COMUNICAC ION SA DE CV,I8PFIFFD
INMOBILIARIO,NO VIVIENDA,2000-01-25,CEB990126NV6,BLVD. DIAZ ORDAZ,LAS PALMAS,4508 309,,TIJUANA,BN,22106,MEX,"CONSTRUCTORA ESCA DE BAJA CALIF., SA CV",3B3NN3PP
INMOBILIARIO,NO VIVIENDA,2005-10-26,CON0305093C1,REAL DEL ARCO,VILLA SATELITE,32,,HERMOSILLO,SO,83200,MEX,CONSTRUPIMA SA DE CV,I33I3I68
INMOBILIARIO,NO VIVIENDA,2016-11-24,TIC020117GW3,MARIANO ESCOBEDO,ANZURES,510 PISO,12 PH,MIGUEL HIDALGO,DF,11590,MEX,TKM INTERLOGISTIC DE L CENTRO SA DE CV,X63ID680
AGROINDUSTRIA,AGROINDUSTRIA,2006-04-27,SCM0002034V6,DOM CON RANCHO SANTA CRUZ,SANTA CRUZ,SN,,EL MARQUES,QU,76264,MEX,SANTA CRUZ DEL MARQU EZ S DE PR DE RL,I8DDF663
INDUSTRIA,OTRAS INDUSTRIAS MANUFACTURERAS,2008-09-30,GID080911CF5,AV EJERCITO NAL MEXICANO,GRANADA,373,603,MIGUEL HIDALGO,DF,11520,MEX,GRUPO IDEMO SA DE CV,PIDIFBBB
COMERCIO,SUPER Y ABARROTES,2009-02-19,PSM040709EL3,AV EMPRENDEDORES,CIUDAD ALLENDE,109,,ALLENDE,NL,67350,MEX,PRODUCTOS SELECTOS M ARROKO SA DE CV,PFBF6D0D
SERVICIOS,GOBIERNO,1997-01-17,EAI960514UF1,AV PASEO DE LA REFORMA,CUAUHTEMOC,231,PSO 3,CUAUHTEMOC,DF,6500,MEX,ESTADISTICA APLICADA E INVESTIGACION DE MERCADOS SC,330DF6I8
COMERCIO,INSUMOS PARA LA INDUSTRIA,2013-05-28,TPT130521SF7,CARRETERA MORELIA SALAMANCA KM 14,TARIMBARO,SN,,TARIMBARO,MI,58880,MEX,TRITURADOS PETREOS T RICKAL DEL VALLE S D E RL DE CV,4F38B8P3
COMERCIO,INSUMOS PARA LA INDUSTRIA,1997-11-26,RAD701209N34,PASEO DE LA REFORMA,LOMAS ALTAS,2620,PISO 2,MIGUEL HIDALGO,DF,11950,MEX,RADIORAMA SA DE CV,333PD360
AGROINDUSTRIA,AGROINDUSTRIA,1976-07-01,BEN630715D15,AV TLAXCALA SUR,PANZACOLA,98,,PAPALOTLA DE XICOHTENCATL,TL,90796,MEX,BENCAFSER SA DE CV,363B8INB
COMERCIO,ROPA REGALOS Y CALZADO,1999-06-28,ENG921112EI2,GALILEO,POLANCO CHAPULTEPEC,54,,MIGUEL HIDALGO,DF,11560,MEX,ENGELS,3DF8INIP
COMERCIO,ESTACIONES DE GASOLI Y GASERAS,1998-06-29,SPL9612135F5,JUAREZ,FORESTAL,401 NTE,485,MATEHUALA SLP,SL,78730,MEX,SERVICIOS POCA LUZ S A DE CV,DD3BND0N
AGROINDUSTRIA,AGROINDUSTRIA,1997-07-03,CAM970602E93,ABASOLO,SN PABLO APETATITLAN,30,,APETATITLAN DE ANTONIO CARVAJA,TL,90600,MEX,"COMERCIALIZADORA AVI COLA MACIAS,SA DE CV",D330P8DP
SERVICIOS,SERVICIOS PROFESIONALES,2003-10-21,PSC0309227N2,PAFNUNCIO PADILLA,CIUDAD SATELITE,26,PISO 3B,NAUCALPAN,EM,53100,MEX,PIR SERVICIOS CORPOR ATIVOS DE PREVENCION SA DE CV,BF8PF0NP
AGROINDUSTRIA,AGROINDUSTRIA,1998-09-08,CFM9807221B3,CLL EMILIANO ZAPATA,EL MIRADOR,672,,GUADALAJARA,JA,44370,MEX,"CONFITADOS FINOS DE MEXICO,SA DE CV",DDB3FDFB
COMERCIO,INSUMOS PARA LA INDUSTRIA,1994-11-09,EMC841026F92,MATIAS ROMERO,COL SN CARLOS,1139,Z,GUADALAJARA,JA,44460,MEX,"EUROMODA DE CALZADO, SA DE CV",3P63F38I
COMERCIO,SUPER Y ABARROTES,2006-02-09,AVI0005124B0,CALLE IGNACIO ZARAGOZA,MATAMOROS,2119,,LOS CABOS,BS,23468,MEX,"ALMACEN LA VICTORIA, SA DE CV",IN8P88BN
COMERCIO,OTROS COMERCIANTES,2002-08-27,SIP020530KX9,AV REVOLUCION,MIXCOAC,910,,BENITO JUAREZ,DF,3910,MEX,SISTEMAS INTELIGENTE S DE PROTECCION SA D E CV,NIB8003F
TRANSPORTE,TRANSPORTE,2008-09-12,TTR0608256T6,CARR LAGOS EL PUESTO,LAGOS DE MORENO CENTRO,KM 6 5,,LAGOS DE MORENO,JA,47400,MEX,TRANSPORTADORA TRALI SOL S.A DE C.V.,P86I8BIF
COMERCIO,SUPER Y ABARROTES,2005-08-01,ALE050531HY6,CARRETERA TUXTLA-CHIAPA DE CORZO,SATELITE,KM6,,TUXTLA GUTIERREZ,CS,29045,MEX,ALESUR SA DE CV,8FBBIDN0
INDUSTRIA,MAQUIRIA Y EQUIPO,1997-07-17,MEF861020L64,CALZADA SANTO TOMAS,COL SANTO TOMAS,66,,AZCAPOTZALCO,DF,2020,MEX,MANUFACTURAS ELECTRI CAS FIRELINE SA DE C V,D33B8FP6
TRANSPORTE,TRANSPORTE,1991-06-18,MIN840531PJA,DIAZ MIRON,REFORMA,2785,,VERACRUZ,VE,91919,MEX,MAKSA INDUSTRIAL SA DE CV,3BNFNN0B
AGROINDUSTRIA,AGROINDUSTRIA,2009-12-04,RKR080212HD2,MARICHE,GANADERA,SN,,EMILIANO ZAPATA,TA,86980,MEX,RANCHO KRONOS SA DE CV,FND3NFFF
COMERCIO,ESTACIONES DE GASOLI Y GASERAS,2012-02-29,VLU110106JAA,GUSTAVO VILDOSOLA,EJIDO PUEBLA,4261,,MEXICALI,BN,21620,MEX,VELCO LUBRICANTES SA DE CV,4NPFPF88
